2024-01-15 13:10:43,235 INFO    StreamThr :13272 [internal.py:wandb_internal():86] W&B internal server running at pid: 13272, started at: 2024-01-15 13:10:43.234040
2024-01-15 13:10:43,235 DEBUG   HandlerThread:13272 [handler.py:handle_request():146] handle_request: status
2024-01-15 13:10:43,237 INFO    WriterThread:13272 [datastore.py:open_for_write():85] open: F:\Everything\New_drone\wandb\run-20240115_131043-zkp7lwe0\run-zkp7lwe0.wandb
2024-01-15 13:10:43,238 DEBUG   SenderThread:13272 [sender.py:send():382] send: header
2024-01-15 13:10:43,256 DEBUG   SenderThread:13272 [sender.py:send():382] send: run
2024-01-15 13:10:43,506 INFO    SenderThread:13272 [dir_watcher.py:__init__():211] watching files in: F:\Everything\New_drone\wandb\run-20240115_131043-zkp7lwe0\files
2024-01-15 13:10:43,506 INFO    SenderThread:13272 [sender.py:_start_run_threads():1136] run started: zkp7lwe0 with start time 1705345843.23504
2024-01-15 13:10:43,510 DEBUG   HandlerThread:13272 [handler.py:handle_request():146] handle_request: check_version
2024-01-15 13:10:43,511 DEBUG   SenderThread:13272 [sender.py:send_request():409] send_request: check_version
2024-01-15 13:10:43,736 DEBUG   HandlerThread:13272 [handler.py:handle_request():146] handle_request: run_start
2024-01-15 13:10:43,753 DEBUG   HandlerThread:13272 [system_info.py:__init__():32] System info init
2024-01-15 13:10:43,753 DEBUG   HandlerThread:13272 [system_info.py:__init__():47] System info init done
2024-01-15 13:10:43,753 INFO    HandlerThread:13272 [system_monitor.py:start():194] Starting system monitor
2024-01-15 13:10:43,754 INFO    SystemMonitor:13272 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-15 13:10:43,754 INFO    HandlerThread:13272 [system_monitor.py:probe():214] Collecting system info
2024-01-15 13:10:43,757 INFO    SystemMonitor:13272 [interfaces.py:start():190] Started cpu monitoring
2024-01-15 13:10:43,757 INFO    SystemMonitor:13272 [interfaces.py:start():190] Started disk monitoring
2024-01-15 13:10:43,758 INFO    SystemMonitor:13272 [interfaces.py:start():190] Started gpu monitoring
2024-01-15 13:10:43,762 INFO    SystemMonitor:13272 [interfaces.py:start():190] Started memory monitoring
2024-01-15 13:10:43,768 INFO    SystemMonitor:13272 [interfaces.py:start():190] Started network monitoring
2024-01-15 13:10:43,784 DEBUG   HandlerThread:13272 [system_info.py:probe():196] Probing system
2024-01-15 13:10:43,785 DEBUG   HandlerThread:13272 [system_info.py:_probe_git():181] Probing git
2024-01-15 13:10:43,828 DEBUG   HandlerThread:13272 [system_info.py:_probe_git():189] Probing git done
2024-01-15 13:10:43,828 DEBUG   HandlerThread:13272 [system_info.py:probe():244] Probing system done
2024-01-15 13:10:43,828 DEBUG   HandlerThread:13272 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22000-SP0', 'python': '3.9.2', 'heartbeatAt': '2024-01-15T19:10:43.784114', 'startedAt': '2024-01-15T19:10:43.079015', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'f:\\Everything\\New_drone\\loading_main.py', 'codePathLocal': 'loading_main.py', 'codePath': 'loading_main.py', 'git': {'remote': 'https://github.com/Samuel-Fipps/airSim_Drone.git', 'commit': '65e8c3cba13a83f511644906222cae87a4bfd848'}, 'email': 'samuelfipps@gmail.com', 'root': 'F:/Everything/New_drone', 'host': 'DESKTOP-VP5KEII', 'username': '14055', 'executable': 'C:\\Users\\14055\\AppData\\Local\\Programs\\Python\\Python39\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3418.0, 'min': 0.0, 'max': 3418.0}, 'cpu_freq_per_core': [{'current': 3418.0, 'min': 0.0, 'max': 3418.0}], 'disk': {'/': {'total': 953.8515625, 'used': 105.4091796875}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}, {'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 127.79042434692383}}
2024-01-15 13:10:43,828 INFO    HandlerThread:13272 [system_monitor.py:probe():224] Finished collecting system info
2024-01-15 13:10:43,828 INFO    HandlerThread:13272 [system_monitor.py:probe():227] Publishing system info
2024-01-15 13:10:43,828 DEBUG   HandlerThread:13272 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-01-15 13:10:43,830 DEBUG   HandlerThread:13272 [system_info.py:_save_pip():68] Saving pip packages done
2024-01-15 13:10:43,830 DEBUG   HandlerThread:13272 [system_info.py:_save_code():90] Saving code
2024-01-15 13:10:43,882 DEBUG   HandlerThread:13272 [system_info.py:_save_code():111] Saving code done
2024-01-15 13:10:43,882 DEBUG   HandlerThread:13272 [system_info.py:_save_patches():128] Saving git patches
2024-01-15 13:10:44,024 DEBUG   HandlerThread:13272 [system_info.py:_save_patches():170] Saving git patches done
2024-01-15 13:10:44,026 INFO    HandlerThread:13272 [system_monitor.py:probe():229] Finished publishing system info
