2024-01-15 06:49:33,265 INFO    StreamThr :25520 [internal.py:wandb_internal():86] W&B internal server running at pid: 25520, started at: 2024-01-15 06:49:33.264943
2024-01-15 06:49:33,265 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: status
2024-01-15 06:49:33,268 INFO    WriterThread:25520 [datastore.py:open_for_write():85] open: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\run-innpfctr.wandb
2024-01-15 06:49:33,268 DEBUG   SenderThread:25520 [sender.py:send():382] send: header
2024-01-15 06:49:33,287 DEBUG   SenderThread:25520 [sender.py:send():382] send: run
2024-01-15 06:49:33,527 INFO    SenderThread:25520 [dir_watcher.py:__init__():211] watching files in: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files
2024-01-15 06:49:33,527 INFO    SenderThread:25520 [sender.py:_start_run_threads():1136] run started: innpfctr with start time 1705322973.265942
2024-01-15 06:49:33,532 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: check_version
2024-01-15 06:49:33,532 DEBUG   SenderThread:25520 [sender.py:send_request():409] send_request: check_version
2024-01-15 06:49:33,744 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: run_start
2024-01-15 06:49:33,762 DEBUG   HandlerThread:25520 [system_info.py:__init__():32] System info init
2024-01-15 06:49:33,762 DEBUG   HandlerThread:25520 [system_info.py:__init__():47] System info init done
2024-01-15 06:49:33,762 INFO    HandlerThread:25520 [system_monitor.py:start():194] Starting system monitor
2024-01-15 06:49:33,762 INFO    SystemMonitor:25520 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-15 06:49:33,763 INFO    HandlerThread:25520 [system_monitor.py:probe():214] Collecting system info
2024-01-15 06:49:33,765 INFO    SystemMonitor:25520 [interfaces.py:start():190] Started cpu monitoring
2024-01-15 06:49:33,766 INFO    SystemMonitor:25520 [interfaces.py:start():190] Started disk monitoring
2024-01-15 06:49:33,766 INFO    SystemMonitor:25520 [interfaces.py:start():190] Started gpu monitoring
2024-01-15 06:49:33,772 INFO    SystemMonitor:25520 [interfaces.py:start():190] Started memory monitoring
2024-01-15 06:49:33,778 INFO    SystemMonitor:25520 [interfaces.py:start():190] Started network monitoring
2024-01-15 06:49:33,790 DEBUG   HandlerThread:25520 [system_info.py:probe():196] Probing system
2024-01-15 06:49:33,791 DEBUG   HandlerThread:25520 [system_info.py:_probe_git():181] Probing git
2024-01-15 06:49:33,833 DEBUG   HandlerThread:25520 [system_info.py:_probe_git():189] Probing git done
2024-01-15 06:49:33,833 DEBUG   HandlerThread:25520 [system_info.py:probe():244] Probing system done
2024-01-15 06:49:33,833 DEBUG   HandlerThread:25520 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22000-SP0', 'python': '3.9.2', 'heartbeatAt': '2024-01-15T12:49:33.790942', 'startedAt': '2024-01-15T12:49:33.111943', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'f:\\Everything\\New_drone\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/Samuel-Fipps/airSim_Drone.git', 'commit': '65e8c3cba13a83f511644906222cae87a4bfd848'}, 'email': 'samuelfipps@gmail.com', 'root': 'F:/Everything/New_drone', 'host': 'DESKTOP-VP5KEII', 'username': '14055', 'executable': 'C:\\Users\\14055\\AppData\\Local\\Programs\\Python\\Python39\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3418.0, 'min': 0.0, 'max': 3418.0}, 'cpu_freq_per_core': [{'current': 3418.0, 'min': 0.0, 'max': 3418.0}], 'disk': {'/': {'total': 953.8515625, 'used': 109.570556640625}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}, {'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 127.79042434692383}}
2024-01-15 06:49:33,834 INFO    HandlerThread:25520 [system_monitor.py:probe():224] Finished collecting system info
2024-01-15 06:49:33,834 INFO    HandlerThread:25520 [system_monitor.py:probe():227] Publishing system info
2024-01-15 06:49:33,834 DEBUG   HandlerThread:25520 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-01-15 06:49:33,835 DEBUG   HandlerThread:25520 [system_info.py:_save_pip():68] Saving pip packages done
2024-01-15 06:49:33,835 DEBUG   HandlerThread:25520 [system_info.py:_save_code():90] Saving code
2024-01-15 06:49:33,885 DEBUG   HandlerThread:25520 [system_info.py:_save_code():111] Saving code done
2024-01-15 06:49:33,885 DEBUG   HandlerThread:25520 [system_info.py:_save_patches():128] Saving git patches
2024-01-15 06:49:34,027 DEBUG   HandlerThread:25520 [system_info.py:_save_patches():170] Saving git patches done
2024-01-15 06:49:34,029 INFO    HandlerThread:25520 [system_monitor.py:probe():229] Finished publishing system info
2024-01-15 06:49:34,035 DEBUG   SenderThread:25520 [sender.py:send():382] send: files
2024-01-15 06:49:34,035 INFO    SenderThread:25520 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2024-01-15 06:49:34,035 INFO    SenderThread:25520 [sender.py:_save_file():1392] saving file code\main.py with policy now
2024-01-15 06:49:34,035 INFO    SenderThread:25520 [sender.py:_save_file():1392] saving file diff.patch with policy now
2024-01-15 06:49:34,039 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: stop_status
2024-01-15 06:49:34,039 DEBUG   SenderThread:25520 [sender.py:send_request():409] send_request: stop_status
2024-01-15 06:49:34,040 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-15 06:49:34,118 DEBUG   SenderThread:25520 [sender.py:send():382] send: telemetry
2024-01-15 06:49:34,433 INFO    wandb-upload_0:25520 [upload_job.py:push():131] Uploaded file C:\Users\14055\AppData\Local\Temp\tmpjjhhl6yjwandb\ko23y2xk-wandb-metadata.json
2024-01-15 06:49:34,445 INFO    wandb-upload_1:25520 [upload_job.py:push():131] Uploaded file C:\Users\14055\AppData\Local\Temp\tmpjjhhl6yjwandb\nh8t5766-code/main.py
2024-01-15 06:49:34,486 INFO    wandb-upload_2:25520 [upload_job.py:push():131] Uploaded file C:\Users\14055\AppData\Local\Temp\tmpjjhhl6yjwandb\g7w60ukx-diff.patch
2024-01-15 06:49:34,530 INFO    Thread-16 :25520 [dir_watcher.py:_on_file_created():271] file/dir created: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files\requirements.txt
2024-01-15 06:49:34,530 INFO    Thread-16 :25520 [dir_watcher.py:_on_file_created():271] file/dir created: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files\wandb-metadata.json
2024-01-15 06:49:34,530 INFO    Thread-16 :25520 [dir_watcher.py:_on_file_created():271] file/dir created: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files\diff.patch
2024-01-15 06:49:34,530 INFO    Thread-16 :25520 [dir_watcher.py:_on_file_created():271] file/dir created: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files\code\main.py
2024-01-15 06:49:34,530 INFO    Thread-16 :25520 [dir_watcher.py:_on_file_created():271] file/dir created: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files\code
2024-01-15 06:49:36,557 INFO    Thread-16 :25520 [dir_watcher.py:_on_file_created():271] file/dir created: F:\Everything\New_drone\wandb\run-20240115_064933-innpfctr\files\output.log
2024-01-15 06:49:38,332 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: status_report
2024-01-15 06:49:43,933 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: status_report
2024-01-15 06:49:49,044 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: stop_status
2024-01-15 06:49:49,044 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-15 06:49:49,044 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: status_report
2024-01-15 06:49:49,044 DEBUG   SenderThread:25520 [sender.py:send_request():409] send_request: stop_status
2024-01-15 06:49:54,135 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: status_report
2024-01-15 06:49:57,275 DEBUG   SenderThread:25520 [sender.py:send():382] send: exit
2024-01-15 06:49:57,275 INFO    SenderThread:25520 [sender.py:send_exit():589] handling exit code: 255
2024-01-15 06:49:57,275 INFO    SenderThread:25520 [sender.py:send_exit():591] handling runtime: 23
2024-01-15 06:49:57,277 INFO    SenderThread:25520 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2024-01-15 06:49:57,277 INFO    SenderThread:25520 [sender.py:send_exit():597] send defer
2024-01-15 06:49:57,277 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: defer
2024-01-15 06:49:57,277 INFO    HandlerThread:25520 [handler.py:handle_request_defer():172] handle defer: 0
2024-01-15 06:49:57,277 DEBUG   SenderThread:25520 [sender.py:send_request():409] send_request: defer
2024-01-15 06:49:57,277 INFO    SenderThread:25520 [sender.py:send_request_defer():613] handle sender defer: 0
2024-01-15 06:49:57,277 INFO    SenderThread:25520 [sender.py:transition_state():617] send defer: 1
2024-01-15 06:49:57,278 DEBUG   HandlerThread:25520 [handler.py:handle_request():146] handle_request: defer
2024-01-15 06:49:57,278 INFO    HandlerThread:25520 [handler.py:handle_request_defer():172] handle defer: 1
2024-01-15 06:49:57,278 DEBUG   SenderThread:25520 [sender.py:send_request():409] send_request: defer
